date,adj_close,close,high,low,open,volume,sma_20,sma_50,ema_12,ema_26,macd,signal_line,rsi_14,bb_mid,bb_upper,bb_lower,daily_return_%
1997-11-04,3805.949951171875,3805.949951171875,3852.239990234375,3782.93994140625,3799.550048828125,0,3976.725,3974.153212890625,3930.736030536291,3963.893392229711,-33.15736169342017,-5.070247904329383,28.47133984325187,3976.725,4203.02005309527,3750.42994690473,0.3991189911329185
1997-11-05,3778.22998046875,3778.22998046875,3807.449951171875,3759.159912109375,3805.139892578125,0,3973.25,3965.02521484375,3907.2735612951305,3950.140546914084,-42.86698561895355,-12.629595447254218,26.13272824523237,3973.25,4209.78816326244,3736.71183673756,-0.728332507225693
1997-11-06,3763.9599609375,3763.9599609375,3766.760009765625,3714.030029296875,3744.389892578125,0,3968.580993652344,3957.1812109375,3885.225315086264,3936.3493923973,-51.12407731103576,-20.328491820010527,27.958752775705666,3968.580993652344,4218.083723538492,3719.078263766195,-0.3776906012873171
1997-11-07,3747.320068359375,3747.320068359375,3764.610107421875,3732.110107421875,3761.159912109375,0,3960.4739990234375,3951.174213867188,3864.0091232821273,3922.347220246343,-58.33809696421531,-27.93041284885148,24.265744238909605,3960.4739990234375,4227.954167048544,3692.993830998331,-0.4420847392324623
1997-11-10,3721.050048828125,3721.050048828125,3733.31005859375,3707.669921875,3733.31005859375,0,3950.015002441406,3943.45041015625,3842.015419519973,3907.436318659808,-65.420899139835,-35.42851010704819,17.148934789719974,3950.015002441406,4238.043914162999,3661.9860907198135,-0.7010348476251593
1997-11-11,3723.39990234375,3723.39990234375,3750.25,3723.39990234375,3724.85009765625,0,3937.186999511719,3935.96720703125,3823.766878415938,3893.803991525285,-70.03711310934614,-42.35023070750778,12.827659247656626,3937.186999511719,4241.966352421466,3632.407646601971,0.0631502797540983
1997-11-12,3633.179931640625,3633.179931640625,3739.0400390625,3627.85009765625,3721.389892578125,0,3915.977490234375,3929.3678076171873,3794.445809681275,3874.498505607903,-80.05269592662762,-49.89072375133175,3.140339126975462,3915.977490234375,4243.715866695651,3588.2391137730992,-2.4230534744961063
1997-11-13,3554.10009765625,3554.10009765625,3616.43994140625,3534.06005859375,3601.300048828125,0,3890.379992675781,3922.928208007813,3757.46954629281,3850.765290204077,-93.29574391126744,-58.57172778331889,2.923768127305209,3890.379992675781,4247.425749132266,3533.334236219296,-2.1766010897419363
1997-11-14,3569.77001953125,3569.77001953125,3594.179931640625,3514.68994140625,3570.340087890625,0,3868.248498535156,3915.4502099609376,3728.5926960218,3829.950825709793,-101.35812968799291,-67.1290081642537,5.7230635909536005,3868.248498535156,4247.622991708063,3488.874005362249,0.440897032847598
1997-11-17,3578.10009765625,3578.10009765625,3580.909912109375,3539.25,3552.429931640625,0,3845.4260009765626,3908.011611328125,3705.439988580946,3811.2952162243455,-105.8552276433993,-74.87425206008282,8.060117974004726,3845.4260009765626,4237.38634801503,3453.4656539380944,0.2333505542212455
1997-11-18,3518.89990234375,3518.89990234375,3573.8701171875,3494.800048828125,3573.8701171875,0,3817.518493652344,3899.081811523437,3676.741513775224,3789.6363040850415,-112.89479030981876,-82.47835971003,7.953630466859906,3817.518493652344,4219.395498686982,3415.641488617706,-1.6545147898818668
1997-11-19,3454.64990234375,3454.64990234375,3479.070068359375,3393.14990234375,3479.070068359375,0,3784.9380004882814,3888.034008789063,3642.573573554997,3764.82249654865,-122.24892299365364,-90.43247236675474,7.372345060167362,3784.9380004882814,4193.844546446562,3376.03145453,-1.8258547211645992
1997-11-20,3466.860107421875,3466.860107421875,3504.409912109375,3390.7099609375,3394.27001953125,0,3750.539013671875,3876.724208984375,3615.54073261144,3742.7512084651858,-127.21047585374572,-97.78807306415294,12.098875464888536,3750.539013671875,4143.878840588692,3357.1991867550582,0.353442618594757
1997-11-21,3523.43994140625,3523.43994140625,3541.22998046875,3450.39990234375,3450.75,0,3720.861499023437,3865.4470068359374,3601.371380118334,3726.505929423783,-125.13454930544911,-103.25736831241218,22.59998528910657,3720.861499023437,4086.367474578292,3355.3555234685828,1.632019528657902
1997-11-24,3403.070068359375,3403.070068359375,3518.580078125,3399.719970703125,3512.820068359375,0,3686.880004882813,3852.8774072265614,3570.863486001571,3702.547717493086,-131.68423149151522,-108.9427409482328,16.039508030599507,3686.880004882813,4036.780419394895,3336.9795903707304,-3.4162601051412778
1997-11-25,3479.889892578125,3479.889892578125,3490.39990234375,3388.4599609375,3400.75,0,3660.385998535157,3841.563002929688,3556.86754855181,3686.054545277163,-129.18699672535286,-112.9915921036568,26.774179446876204,3660.385998535157,3986.799434450876,3333.972562619437,2.257368278514016
1997-11-26,3535.52001953125,3535.52001953125,3577.590087890625,3514.97998046875,3516.050048828125,0,3639.289001464844,3832.072001953125,3553.5833133178776,3674.9038396663545,-121.32052634847696,-114.65737895262085,33.29188252159025,3639.289001464844,3938.24477387148,3340.3332290582075,1.5986174468270553
